id,name,type,phase,durationSeconds,startTime
1516,Codeforces Round 717 (Div. 2),CF,FINISHED,7200,2021-04-21 13:35:00
1514,Codeforces Round 716 (Div. 2),CF,FINISHED,8100,2021-04-19 13:35:00
1508,Codeforces Round 715 (Div. 1),CF,FINISHED,8100,2021-04-16 14:35:00
1509,Codeforces Round 715 (Div. 2),CF,FINISHED,8100,2021-04-16 14:35:00
1511,Educational Codeforces Round 107 (Rated for Div. 2),ICPC,FINISHED,7200,2021-04-12 14:35:00
1513,Divide by Zero 2021 and Codeforces Round 714 (Div. 2),CF,FINISHED,7200,2021-04-11 14:35:00
1512,Codeforces Round 713 (Div. 3),ICPC,FINISHED,7200,2021-04-10 14:35:00
1510,"2020-2021 ICPC, NERC, Northern Eurasia Onsite (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2021-04-04 08:05:00
1503,Codeforces Round 712 (Div. 1),CF,FINISHED,8100,2021-04-03 14:35:00
1504,Codeforces Round 712 (Div. 2),CF,FINISHED,8100,2021-04-03 14:35:00
1505,April Fools Day Contest 2021,ICPC,FINISHED,7200,2021-04-01 14:35:00
1498,CodeCraft-21 and Codeforces Round 711 (Div. 2),CF,FINISHED,7200,2021-03-29 14:35:00
1506,Codeforces Round 710 (Div. 3),ICPC,FINISHED,7200,2021-03-25 14:35:00
1483,"Codeforces Round 709 (Div. 1, based on Technocup 2021 Final Round)",CF,FINISHED,8100,2021-03-21 13:20:00
1484,"Codeforces Round 709 (Div. 2, based on Technocup 2021 Final Round)",CF,FINISHED,8100,2021-03-21 13:20:00
1482,Технокубок 2021 - Финал,CF,FINISHED,10800,2021-03-21 10:20:00
1499,Educational Codeforces Round 106 (Rated for Div. 2),ICPC,FINISHED,7200,2021-03-18 14:50:00
1497,Codeforces Round 708 (Div. 2),CF,FINISHED,8100,2021-03-17 14:35:00
1500,"Codeforces Round 707 (Div. 1, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,9000,2021-03-13 09:05:00
1501,"Codeforces Round 707 (Div. 2, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,9000,2021-03-13 09:05:00
1495,Codeforces Round 706 (Div. 1),CF,FINISHED,7200,2021-03-10 12:05:00
1496,Codeforces Round 706 (Div. 2),CF,FINISHED,7200,2021-03-10 12:05:00
1488,Kotlin Heroes: Episode 6,ICPC,FINISHED,9000,2021-03-09 14:35:00
1493,Codeforces Round 705 (Div. 2),CF,FINISHED,8100,2021-03-06 14:05:00
1494,Educational Codeforces Round 105 (Rated for Div. 2),ICPC,FINISHED,7200,2021-03-02 14:45:00
1489,Kotlin Heroes: Practice 6,ICPC,FINISHED,604800,2021-03-02 13:35:00
1491,Codeforces Global Round 13,CF,FINISHED,10800,2021-02-28 13:35:00
1492,Codeforces Round 704 (Div. 2),CF,FINISHED,7200,2021-02-23 09:05:00
1486,Codeforces Round 703 (Div. 2),CF,FINISHED,8100,2021-02-18 14:35:00
1490,Codeforces Round 702 (Div. 3),ICPC,FINISHED,7200,2021-02-16 14:35:00
1487,Educational Codeforces Round 104 (Rated for Div. 2),ICPC,FINISHED,7200,2021-02-15 14:35:00
1485,Codeforces Round 701 (Div. 2),CF,FINISHED,7200,2021-02-12 14:50:00
1479,Codeforces Round 700 (Div. 1),CF,FINISHED,8100,2021-02-07 14:35:00
1480,Codeforces Round 700 (Div. 2),CF,FINISHED,8100,2021-02-07 14:35:00
1481,Codeforces Round 699 (Div. 2),CF,FINISHED,7200,2021-02-05 14:35:00
1476,Educational Codeforces Round 103 (Rated for Div. 2),ICPC,FINISHED,7200,2021-01-29 14:35:00
1477,Codeforces Round 698 (Div. 1),CF,FINISHED,8100,2021-01-28 14:35:00
1478,Codeforces Round 698 (Div. 2),CF,FINISHED,8100,2021-01-28 14:35:00
1475,Codeforces Round 697 (Div. 3),ICPC,FINISHED,7200,2021-01-25 15:00:00
1474,Codeforces Round 696 (Div. 2),CF,FINISHED,7200,2021-01-19 14:35:00
1473,Educational Codeforces Round 102 (Rated for Div. 2),ICPC,FINISHED,7200,2021-01-14 14:35:00
1467,Codeforces Round 695 (Div. 2),CF,FINISHED,7200,2021-01-08 14:35:00
1470,Codeforces Round 694 (Div. 1),CF,FINISHED,7200,2021-01-05 14:35:00
1471,Codeforces Round 694 (Div. 2),CF,FINISHED,7200,2021-01-05 14:35:00
1472,Codeforces Round 693 (Div. 3),ICPC,FINISHED,7200,2021-01-04 14:35:00
1466,Good Bye 2020,CF,FINISHED,10800,2020-12-30 14:35:00
1469,Educational Codeforces Round 101 (Rated for Div. 2),ICPC,FINISHED,7200,2020-12-28 14:35:00
1468,"2020-2021 ICPC, NERC, Southern and Volga Russian Regional Contest (Online Mirror, ICPC Rules)",ICPC,FINISHED,18000,2020-12-25 11:35:00
1464,"Codeforces Round 692 (Div. 1, based on Technocup 2021 Elimination Round 3)",CF,FINISHED,7200,2020-12-20 15:05:00
1465,"Codeforces Round 692 (Div. 2, based on Technocup 2021 Elimination Round 3)",CF,FINISHED,7200,2020-12-20 15:05:00
1411,Technocup 2021 - Elimination Round 3,CF,FINISHED,7200,2020-12-20 15:05:00
1458,Codeforces Round 691 (Div. 1),CF,FINISHED,7200,2020-12-19 09:35:00
1459,Codeforces Round 691 (Div. 2),CF,FINISHED,7200,2020-12-19 09:35:00
1410,Технокубок 2021 - Ознакомительный Раунд 3,CF,FINISHED,172800,2020-12-18 14:05:00
1463,Educational Codeforces Round 100 (Rated for Div. 2),ICPC,FINISHED,7200,2020-12-17 14:35:00
1462,Codeforces Round 690 (Div. 3),ICPC,FINISHED,7200,2020-12-15 14:35:00
1460,NERC Challenge 2020: Marathon,IOI,FINISHED,691200,2020-12-12 09:00:00
1461,"Codeforces Round 689 (Div. 2, based on Zed Code Competition)",CF,FINISHED,7200,2020-12-11 14:35:00
1450,Codeforces Global Round 12,CF,FINISHED,10800,2020-12-06 14:35:00
1453,Codeforces Round 688 (Div. 2),CF,FINISHED,8100,2020-12-04 13:05:00
1455,Educational Codeforces Round 99 (Rated for Div. 2),ICPC,FINISHED,7200,2020-11-30 14:35:00
1456,"Codeforces Round 687 (Div. 1, based on Technocup 2021 Elimination Round 2)",CF,FINISHED,7200,2020-11-29 07:05:00
1457,"Codeforces Round 687 (Div. 2, based on Technocup 2021 Elimination Round 2)",CF,FINISHED,7200,2020-11-29 07:05:00
1415,Technocup 2021 - Elimination Round 2,CF,FINISHED,7200,2020-11-29 07:05:00
1414,Технокубок 2021 - Ознакомительный Раунд 2,CF,FINISHED,172800,2020-11-27 06:05:00
1454,Codeforces Round 686 (Div. 3),ICPC,FINISHED,7200,2020-11-24 14:35:00
1451,Codeforces Round 685 (Div. 2),CF,FINISHED,8100,2020-11-21 14:35:00
1452,Educational Codeforces Round 98 (Rated for Div. 2),ICPC,FINISHED,7200,2020-11-19 14:35:00
1439,Codeforces Round 684 (Div. 1),CF,FINISHED,8100,2020-11-17 14:35:00
1440,Codeforces Round 684 (Div. 2),CF,FINISHED,8100,2020-11-17 14:35:00
1446,"Codeforces Round 683 (Div. 1, by Meet IT)",CF,FINISHED,9000,2020-11-15 14:35:00
1447,"Codeforces Round 683 (Div. 2, by Meet IT)",CF,FINISHED,9000,2020-11-15 14:35:00
1438,Codeforces Round 682 (Div. 2),CF,FINISHED,7200,2020-11-13 14:35:00
1431,Kotlin Heroes 5: ICPC Round,ICPC,FINISHED,9000,2020-11-12 14:35:00
1432,Kotlin Heroes 5: ICPC Round (Practice),ICPC,FINISHED,604800,2020-11-05 13:35:00
1442,"Codeforces Round 681 (Div. 1, based on VK Cup 2019-2020 - Final)",CF,FINISHED,7200,2020-11-02 14:35:00
1443,"Codeforces Round 681 (Div. 2, based on VK Cup 2019-2020 - Final)",CF,FINISHED,7200,2020-11-02 14:35:00
1441,VK Cup 2019-2020 - Final Round (Engine),CF,FINISHED,7200,2020-11-01 14:05:00
1444,"Codeforces Round 680 (Div. 1, based on Moscow Team Olympiad)",CF,FINISHED,7200,2020-11-01 11:05:00
1445,"Codeforces Round 680 (Div. 2, based on Moscow Team Olympiad)",CF,FINISHED,7200,2020-11-01 11:05:00
1437,Educational Codeforces Round 97 (Rated for Div. 2),ICPC,FINISHED,7200,2020-10-27 14:35:00
1434,"Codeforces Round 679 (Div. 1, based on Technocup 2021 Elimination Round 1)",CF,FINISHED,7200,2020-10-25 11:05:00
1435,"Codeforces Round 679 (Div. 2, based on Technocup 2021 Elimination Round 1)",CF,FINISHED,7200,2020-10-25 11:05:00
1413,Technocup 2021 - Elimination Round 1,CF,FINISHED,7200,2020-10-25 11:05:00
1436,Codeforces Round 678 (Div. 2),CF,FINISHED,7800,2020-10-24 14:05:00
1412,Технокубок 2021 - Ознакомительный Раунд 1,CF,FINISHED,172800,2020-10-23 10:05:00
1433,Codeforces Round 677 (Div. 3),ICPC,FINISHED,7200,2020-10-20 14:35:00
1421,Codeforces Round 676 (Div. 2),CF,FINISHED,7200,2020-10-18 09:05:00
1428,Codeforces Raif Round 1 (Div. 1 + Div. 2),CF,FINISHED,9000,2020-10-17 13:05:00
1430,Educational Codeforces Round 96 (Rated for Div. 2),ICPC,FINISHED,7200,2020-10-11 09:05:00
1427,Codeforces Global Round 11,CF,FINISHED,10800,2020-10-10 14:50:00
1423,"Bubble Cup 13 - Finals [Online Mirror, unrated, Div. 1]",ICPC,FINISHED,10800,2020-10-05 13:05:00
1424,"Bubble Cup 13 - Finals [Online Mirror, unrated, Div. 2]",ICPC,FINISHED,10800,2020-10-05 13:05:00
1422,Codeforces Round 675 (Div. 2),CF,FINISHED,7200,2020-10-04 16:05:00
1408,Grakn Forces 2020,CF,FINISHED,9900,2020-09-30 14:35:00
1426,Codeforces Round 674 (Div. 3),ICPC,FINISHED,7200,2020-09-28 08:05:00
1416,Codeforces Round 673 (Div. 1),CF,FINISHED,7200,2020-09-27 15:05:00
1417,Codeforces Round 673 (Div. 2),CF,FINISHED,7200,2020-09-27 15:05:00
1425,"2020 ICPC, COMPFEST 12, Indonesia Multi-Provincial Contest (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2020-09-27 05:00:00
1420,Codeforces Round 672 (Div. 2),CF,FINISHED,7200,2020-09-24 14:35:00
1419,Codeforces Round 671 (Div. 2),CF,FINISHED,7200,2020-09-19 14:35:00
1418,Educational Codeforces Round 95 (Rated for Div. 2),ICPC,FINISHED,7200,2020-09-14 14:35:00
1406,Codeforces Round 670 (Div. 2),CF,FINISHED,7200,2020-09-12 13:45:00
1407,Codeforces Round 669 (Div. 2),CF,FINISHED,7200,2020-09-08 14:35:00
1404,Codeforces Round 668 (Div. 1),CF,FINISHED,7200,2020-09-06 14:35:00
1405,Codeforces Round 668 (Div. 2),CF,FINISHED,7200,2020-09-06 14:35:00
1409,Codeforces Round 667 (Div. 3),ICPC,FINISHED,7200,2020-09-04 14:35:00
1396,Codeforces Round 666 (Div. 1),CF,FINISHED,7200,2020-08-30 14:35:00
1397,Codeforces Round 666 (Div. 2),CF,FINISHED,7200,2020-08-30 14:35:00
1403,"Central-European Olympiad in Informatics, CEOI 2020, Day 2 (IOI, Unofficial Mirror Contest, Unrated)",IOI,FINISHED,18600,2020-08-28 12:05:00
1402,"Central-European Olympiad in Informatics, CEOI 2020, Day 1 (IOI, Unofficial Mirror Contest, Unrated)",IOI,FINISHED,18000,2020-08-26 12:05:00
1400,Educational Codeforces Round 94 (Rated for Div. 2),ICPC,FINISHED,7200,2020-08-25 14:35:00
1401,Codeforces Round 665 (Div. 2),CF,FINISHED,7200,2020-08-21 14:35:00
1392,Codeforces Global Round 10,CF,FINISHED,10800,2020-08-16 14:35:00
1398,Educational Codeforces Round 93 (Rated for Div. 2),ICPC,FINISHED,7200,2020-08-14 14:35:00
1394,Codeforces Round 664 (Div. 1),CF,FINISHED,7200,2020-08-12 14:35:00
1395,Codeforces Round 664 (Div. 2),CF,FINISHED,7200,2020-08-12 14:35:00
1391,Codeforces Round 663 (Div. 2),CF,FINISHED,7200,2020-08-09 14:35:00
1393,Codeforces Round 662 (Div. 2),CF,FINISHED,7200,2020-08-07 14:35:00
1399,Codeforces Round 661 (Div. 3),ICPC,FINISHED,8100,2020-08-05 14:35:00
1388,Codeforces Round 660 (Div. 2),CF,FINISHED,7200,2020-07-30 14:35:00
1389,Educational Codeforces Round 92 (Rated for Div. 2),ICPC,FINISHED,7200,2020-07-29 14:35:00
1383,Codeforces Round 659 (Div. 1),CF,FINISHED,7200,2020-07-24 14:35:00
1384,Codeforces Round 659 (Div. 2),CF,FINISHED,7200,2020-07-24 14:35:00
1387,"Baltic Olympiad in Informatics 2020, Day 2 (IOI, Unofficial Mirror Contest, Unrated)",IOI,FINISHED,19800,2020-07-23 11:05:00
1386,"Baltic Olympiad in Informatics 2020, Day 1 (IOI, Unofficial Mirror Contest, Unrated)",IOI,FINISHED,18000,2020-07-22 11:05:00
1381,Codeforces Round 658 (Div. 1),CF,FINISHED,7200,2020-07-21 14:35:00
1382,Codeforces Round 658 (Div. 2),CF,FINISHED,7200,2020-07-21 14:35:00
1379,Codeforces Round 657 (Div. 2),CF,FINISHED,7200,2020-07-19 09:00:00
1385,Codeforces Round 656 (Div. 3),ICPC,FINISHED,8100,2020-07-17 14:35:00
1380,Educational Codeforces Round 91 (Rated for Div. 2),ICPC,FINISHED,9000,2020-07-12 14:45:00
1372,Codeforces Round 655 (Div. 2),CF,FINISHED,7200,2020-07-11 15:05:00
1375,Codeforces Global Round 9,CF,FINISHED,9000,2020-07-04 14:45:00
1371,Codeforces Round 654 (Div. 2),CF,FINISHED,7200,2020-07-01 13:35:00
1374,Codeforces Round 653 (Div. 3),ICPC,FINISHED,7200,2020-06-28 14:35:00
1378,ICPC Challenge 2020: Marathon,IOI,FINISHED,604800,2020-06-27 15:30:00
1377,ICPC Challenge 2020,IOI,FINISHED,10800,2020-06-27 11:00:00
1373,Educational Codeforces Round 90 (Rated for Div. 2),ICPC,FINISHED,7200,2020-06-25 14:35:00
1376,ICPC Challenge 2020: Practice,IOI,FINISHED,171000,2020-06-25 11:00:00
1369,Codeforces Round 652 (Div. 2),CF,FINISHED,7200,2020-06-23 14:05:00
1370,Codeforces Round 651 (Div. 2),CF,FINISHED,8100,2020-06-20 14:35:00
1357,Microsoft Q# Coding Contest - Summer 2020,ICPC,FINISHED,259200,2020-06-19 16:00:00
1368,Codeforces Global Round 8,CF,FINISHED,9000,2020-06-18 14:45:00
1367,Codeforces Round 650 (Div. 3),ICPC,FINISHED,7200,2020-06-16 14:35:00
1364,Codeforces Round 649 (Div. 2),CF,FINISHED,7200,2020-06-13 15:05:00
1356,Microsoft Q# Coding Contest - Summer 2020 - Warmup,ICPC,FINISHED,259200,2020-06-12 16:00:00
1366,Educational Codeforces Round 89 (Rated for Div. 2),ICPC,FINISHED,7200,2020-06-11 14:35:00
1365,Codeforces Round 648 (Div. 2),CF,FINISHED,8100,2020-06-07 14:35:00
1361,"Codeforces Round 647 (Div. 1) - Thanks, Algo Muse!",CF,FINISHED,9000,2020-06-04 14:35:00
1362,"Codeforces Round 647 (Div. 2) - Thanks, Algo Muse!",CF,FINISHED,9000,2020-06-04 14:35:00
1363,Codeforces Round 646 (Div. 2),CF,FINISHED,7200,2020-05-31 14:35:00
1346,Kotlin Heroes: Episode 4,ICPC,FINISHED,9000,2020-05-29 14:35:00
1359,Educational Codeforces Round 88 (Rated for Div. 2),ICPC,FINISHED,7200,2020-05-28 14:35:00
1358,Codeforces Round 645 (Div. 2),CF,FINISHED,7200,2020-05-26 14:35:00
1360,Codeforces Round 644 (Div. 3),ICPC,FINISHED,7200,2020-05-24 13:35:00
1347,Kotlin Heroes: Practice 4,ICPC,FINISHED,604800,2020-05-22 13:35:00
1354,Educational Codeforces Round 87 (Rated for Div. 2),ICPC,FINISHED,7200,2020-05-17 09:20:00
1355,Codeforces Round 643 (Div. 2),CF,FINISHED,7200,2020-05-16 11:35:00
1353,Codeforces Round 642 (Div. 3),ICPC,FINISHED,7200,2020-05-14 14:35:00
1349,Codeforces Round 641 (Div. 1),CF,FINISHED,9000,2020-05-12 12:35:00
1350,Codeforces Round 641 (Div. 2),CF,FINISHED,9000,2020-05-12 12:35:00
1352,Codeforces Round 640 (Div. 4),ICPC,FINISHED,7200,2020-05-09 14:35:00
1351,Testing Round 16 (Unrated),CF,FINISHED,3600,2020-05-07 14:05:00
1344,Codeforces Round 639 (Div. 1),CF,FINISHED,8100,2020-05-06 14:35:00
1345,Codeforces Round 639 (Div. 2),CF,FINISHED,8100,2020-05-06 14:35:00
1348,Codeforces Round 638 (Div. 2),CF,FINISHED,9000,2020-05-01 14:35:00
1342,Educational Codeforces Round 86 (Rated for Div. 2),ICPC,FINISHED,7200,2020-04-26 14:35:00
1340,"Codeforces Round 637 (Div. 1) - Thanks, Ivan Belonogov!",CF,FINISHED,9000,2020-04-23 14:45:00
1341,"Codeforces Round 637 (Div. 2) - Thanks, Ivan Belonogov!",CF,FINISHED,9000,2020-04-23 14:45:00
1343,Codeforces Round 636 (Div. 3),ICPC,FINISHED,7200,2020-04-21 14:35:00
1336,Codeforces Round 635 (Div. 1),CF,FINISHED,9000,2020-04-15 14:35:00
1337,Codeforces Round 635 (Div. 2),CF,FINISHED,9000,2020-04-15 14:35:00
1335,Codeforces Round 634 (Div. 3),ICPC,FINISHED,7200,2020-04-13 14:35:00
1338,Codeforces Round 633 (Div. 1),CF,FINISHED,7200,2020-04-12 14:05:00
1339,Codeforces Round 633 (Div. 2),CF,FINISHED,7200,2020-04-12 14:05:00
1334,Educational Codeforces Round 85 (Rated for Div. 2),ICPC,FINISHED,7200,2020-04-10 14:35:00
1333,Codeforces Round 632 (Div. 2),CF,FINISHED,7200,2020-04-08 14:35:00
1329,"Codeforces Round 631 (Div. 1) - Thanks, Denis aramis Shitov!",CF,FINISHED,7200,2020-04-03 14:35:00
1330,"Codeforces Round 631 (Div. 2) - Thanks, Denis aramis Shitov!",CF,FINISHED,7200,2020-04-03 14:35:00
1331,April Fools Day Contest 2020,ICPC,FINISHED,7200,2020-04-01 14:35:00
1332,Codeforces Round 630 (Div. 2),CF,FINISHED,9000,2020-03-31 13:35:00
1328,Codeforces Round 629 (Div. 3),ICPC,FINISHED,7200,2020-03-26 14:35:00
1327,Educational Codeforces Round 84 (Rated for Div. 2),ICPC,FINISHED,7200,2020-03-23 14:35:00
1326,Codeforces Global Round 7,CF,FINISHED,9000,2020-03-19 14:35:00
1325,Codeforces Round 628 (Div. 2),CF,FINISHED,7200,2020-03-14 14:35:00
1324,Codeforces Round 627 (Div. 3),ICPC,FINISHED,7200,2020-03-12 13:05:00
1312,Educational Codeforces Round 83 (Rated for Div. 2),ICPC,FINISHED,7200,2020-03-09 14:35:00
1322,"Codeforces Round 626 (Div. 1, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,7200,2020-03-07 09:35:00
1323,"Codeforces Round 626 (Div. 2, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,7200,2020-03-07 09:35:00
1316,CodeCraft-20 (Div. 2),CF,FINISHED,7200,2020-03-04 14:35:00
1305,"Ozon Tech Challenge 2020 (Div.1 + Div.2, Rated, T-shirts + prizes!)",CF,FINISHED,8100,2020-03-03 14:35:00
1320,"Codeforces Round 625 (Div. 1, based on Technocup 2020 Final Round)",CF,FINISHED,7200,2020-03-01 13:15:00
1321,"Codeforces Round 625 (Div. 2, based on Technocup 2020 Final Round)",CF,FINISHED,7200,2020-03-01 13:15:00
1319,Технокубок 2020 - Финал,CF,FINISHED,10800,2020-03-01 10:10:00
1297,Kotlin Heroes: Episode 3,ICPC,FINISHED,9000,2020-02-27 13:35:00
1311,Codeforces Round 624 (Div. 3),ICPC,FINISHED,7200,2020-02-24 14:35:00
1314,"Codeforces Round 623 (Div. 1, based on VK Cup 2019-2020 - Elimination Round, Engine)",CF,FINISHED,9000,2020-02-23 16:05:00
1315,"Codeforces Round 623 (Div. 2, based on VK Cup 2019-2020 - Elimination Round, Engine)",CF,FINISHED,9000,2020-02-23 16:05:00
1310,VK Cup 2019-2020 - Elimination Round (Engine),CF,FINISHED,9000,2020-02-23 16:05:00
1313,Codeforces Round 622 (Div. 2),CF,FINISHED,7200,2020-02-23 09:05:00
1298,Kotlin Heroes: Practice 3,ICPC,FINISHED,607500,2020-02-20 12:35:00
1307,Codeforces Round 621 (Div. 1 + Div. 2),CF,FINISHED,8100,2020-02-17 15:35:00
1304,Codeforces Round 620 (Div. 2),CF,FINISHED,7200,2020-02-15 13:05:00
1308,VK Cup 2019-2020 - Отборочный раунд (Design),IOI,PENDING_SYSTEM_TEST,799200,2020-02-14 15:00:00
1309,VK Cup 2019-2020 - Отборочный раунд (Mobile),IOI,PENDING_SYSTEM_TEST,1404000,2020-02-14 15:00:00
1301,Codeforces Round 619 (Div. 2),CF,FINISHED,7200,2020-02-13 14:35:00
1303,Educational Codeforces Round 82 (Rated for Div. 2),ICPC,FINISHED,7200,2020-02-12 14:35:00
1299,Codeforces Round 618 (Div. 1),CF,FINISHED,7200,2020-02-09 14:05:00
1300,Codeforces Round 618 (Div. 2),CF,FINISHED,7200,2020-02-09 14:05:00
1296,Codeforces Round 617 (Div. 3),ICPC,FINISHED,7200,2020-02-04 14:35:00
1302,"AIM Tech Poorly Prepared Contest (unrated, funny, Div. 1 preferred)",ICPC,FINISHED,10800,2020-02-03 16:15:00
1290,Codeforces Round 616 (Div. 1),CF,FINISHED,9000,2020-02-02 14:05:00
1291,Codeforces Round 616 (Div. 2),CF,FINISHED,9000,2020-02-02 14:05:00
1295,Educational Codeforces Round 81 (Rated for Div. 2),ICPC,FINISHED,7200,2020-01-29 14:35:00
1294,Codeforces Round 615 (Div. 3),ICPC,FINISHED,7800,2020-01-22 14:35:00
1292,Codeforces Round 614 (Div. 1),CF,FINISHED,7200,2020-01-19 13:35:00
1293,Codeforces Round 614 (Div. 2),CF,FINISHED,7200,2020-01-19 13:35:00
1288,Educational Codeforces Round 80 (Rated for Div. 2),ICPC,FINISHED,7200,2020-01-14 14:35:00
1285,Codeforces Round 613 (Div. 2),CF,FINISHED,8100,2020-01-10 14:05:00
1286,Codeforces Round 612 (Div. 1),CF,FINISHED,7200,2020-01-05 14:05:00
1287,Codeforces Round 612 (Div. 2),CF,FINISHED,7200,2020-01-05 14:05:00
1284,Hello 2020,CF,FINISHED,9000,2020-01-04 12:05:00
1270,Good Bye 2019,CF,FINISHED,10800,2019-12-29 14:05:00
1283,Codeforces Round 611 (Div. 3),ICPC,FINISHED,7200,2019-12-28 17:05:00
1279,Educational Codeforces Round 79 (Rated for Div. 2),ICPC,FINISHED,7200,2019-12-27 14:40:00
1282,Codeforces Round 610 (Div. 2),CF,FINISHED,7200,2019-12-24 14:35:00
1268,Codeforces Round 609 (Div. 1),CF,FINISHED,7200,2019-12-21 11:05:00
1269,Codeforces Round 609 (Div. 2),CF,FINISHED,7200,2019-12-21 11:05:00
1278,Educational Codeforces Round 78 (Rated for Div. 2),ICPC,FINISHED,7200,2019-12-19 14:35:00
1266,Codeforces Global Round 6,CF,FINISHED,9000,2019-12-17 15:05:00
1271,Codeforces Round 608 (Div. 2),CF,FINISHED,7200,2019-12-15 09:15:00
1280,Codeforces Round 607 (Div. 1),CF,FINISHED,7200,2019-12-15 05:05:00
1281,Codeforces Round 607 (Div. 2),CF,FINISHED,7200,2019-12-15 05:05:00
1276,"Codeforces Round 606 (Div. 1, based on Technocup 2020 Elimination Round 4)",CF,FINISHED,7200,2019-12-14 11:05:00
1277,"Codeforces Round 606 (Div. 2, based on Technocup 2020 Elimination Round 4)",CF,FINISHED,7200,2019-12-14 11:05:00
1259,Technocup 2020 - Elimination Round 4,CF,FINISHED,7200,2019-12-14 11:05:00
1272,Codeforces Round 605 (Div. 3),ICPC,FINISHED,7200,2019-12-12 13:35:00
1258,Технокубок 2020 - Ознакомительный Раунд 4,CF,FINISHED,172800,2019-12-12 10:05:00
1273,VK Cup 2019 - Квалификация (Design),IOI,FINISHED,950400,2019-12-05 21:10:00
1275,VK Cup 2019 - Квалификация (Engine),ICPC,FINISHED,950400,2019-12-05 21:10:00
1274,VK Cup 2019 - Квалификация (Mobile),IOI,FINISHED,950400,2019-12-05 21:10:00
1264,Codeforces Round 604 (Div. 1),CF,FINISHED,7200,2019-12-05 14:35:00
1265,Codeforces Round 604 (Div. 2),CF,FINISHED,7200,2019-12-05 14:35:00
1267,"2019-2020 ICPC, NERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2019-12-01 07:00:00
1263,Codeforces Round 603 (Div. 2),CF,FINISHED,7200,2019-11-29 14:35:00
1260,Educational Codeforces Round 77 (Rated for Div. 2),ICPC,FINISHED,7200,2019-11-27 13:50:00
1261,"Codeforces Round 602 (Div. 1, based on Technocup 2020 Elimination Round 3)",CF,FINISHED,7200,2019-11-24 08:05:00
1262,"Codeforces Round 602 (Div. 2, based on Technocup 2020 Elimination Round 3)",CF,FINISHED,7200,2019-11-24 08:05:00
1227,Technocup 2020 - Elimination Round 3,CF,FINISHED,7200,2019-11-24 08:05:00
1226,Технокубок 2020 - Ознакомительный Раунд 3,CF,FINISHED,172800,2019-11-22 07:05:00
1254,Codeforces Round 601 (Div. 1),CF,FINISHED,7200,2019-11-19 14:35:00
1255,Codeforces Round 601 (Div. 2),CF,FINISHED,7200,2019-11-19 14:35:00
1253,Codeforces Round 600 (Div. 2),CF,FINISHED,7200,2019-11-16 14:35:00
1257,Educational Codeforces Round 76 (Rated for Div. 2),ICPC,FINISHED,7200,2019-11-13 14:35:00
1242,Codeforces Round 599 (Div. 1),CF,FINISHED,7200,2019-11-06 15:05:00
1243,Codeforces Round 599 (Div. 2),CF,FINISHED,7200,2019-11-06 15:05:00
1256,Codeforces Round 598 (Div. 3),ICPC,FINISHED,7200,2019-11-04 13:15:00
1245,Codeforces Round 597 (Div. 2),CF,FINISHED,7200,2019-11-01 14:35:00
1250,"2019-2020 ICPC, NERC, Southern and Volga Russian Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2019-10-27 09:35:00
1252,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,18000,2019-10-27 03:30:00
1246,"Codeforces Round 596 (Div. 1, based on Technocup 2020 Elimination Round 2)",CF,FINISHED,7200,2019-10-26 11:05:00
1247,"Codeforces Round 596 (Div. 2, based on Technocup 2020 Elimination Round 2)",CF,FINISHED,7200,2019-10-26 11:05:00
1225,Technocup 2020 - Elimination Round 2,CF,FINISHED,7200,2019-10-26 11:05:00
1251,Educational Codeforces Round 75 (Rated for Div. 2),ICPC,FINISHED,7200,2019-10-24 15:05:00
1224,Технокубок 2020 - Ознакомительный Раунд 2,CF,FINISHED,172800,2019-10-24 10:05:00
1249,Codeforces Round 595 (Div. 3),ICPC,FINISHED,8100,2019-10-22 14:35:00
1239,Codeforces Round 594 (Div. 1),CF,FINISHED,7200,2019-10-20 09:05:00
1248,Codeforces Round 594 (Div. 2),CF,FINISHED,7200,2019-10-20 09:05:00
1236,Codeforces Round 593 (Div. 2),CF,FINISHED,7200,2019-10-17 13:35:00
1237,Codeforces Global Round 5,CF,FINISHED,9000,2019-10-16 14:35:00
1244,Codeforces Round 592 (Div. 2),CF,FINISHED,7200,2019-10-13 09:05:00
1238,Educational Codeforces Round 74 (Rated for Div. 2),ICPC,FINISHED,8400,2019-10-08 14:35:00
1240,"Codeforces Round 591 (Div. 1, based on Technocup 2020 Elimination Round 1)",CF,FINISHED,7200,2019-10-06 15:05:00
1241,"Codeforces Round 591 (Div. 2, based on Technocup 2020 Elimination Round 1)",CF,FINISHED,7200,2019-10-06 15:05:00
